GeoFips,GeoName,LineCode,Description,2018
31000,Nebraska,200,"      Mining, quarrying, and oil and gas extraction",3149
31000,Nebraska,300,      Utilities,1256
31000,Nebraska,400,      Construction,76865
31000,Nebraska,500,      Manufacturing,103795
31000,Nebraska,600,      Wholesale trade,43322
31000,Nebraska,700,      Retail trade,134883
31000,Nebraska,800,      Transportation and warehousing,69889
31000,Nebraska,900,      Information,20402
31000,Nebraska,1000,      Finance and insurance,83930
31000,Nebraska,1100,      Real estate and rental and leasing,51137
31000,Nebraska,1200,"      Professional, scientific, and technical services",65507
31000,Nebraska,1300,      Management of companies and enterprises,22732
31000,Nebraska,1400,      Administrative and support and waste management and remediation services,66658
31000,Nebraska,1500,      Educational services,24139
31000,Nebraska,1600,      Health care and social assistance,145999
31000,Nebraska,1700,"      Arts, entertainment, and recreation",26184
31000,Nebraska,1800,      Accommodation and food services,84209
31000,Nebraska,1900,      Other services (except government and government enterprises),68722
31000,Nebraska,2000,    Government and government enterprises,175343
32000,Nevada,70,  Farm employment,5093
32000,Nevada,100,"      Forestry, fishing, and related activities",1948
32000,Nevada,200,"      Mining, quarrying, and oil and gas extraction",19810
32000,Nevada,300,      Utilities,4391
32000,Nevada,400,      Construction,107829
32000,Nevada,500,      Manufacturing,61881
32000,Nevada,600,      Wholesale trade,40854
32000,Nevada,700,      Retail trade,180682
32000,Nevada,800,      Transportation and warehousing,117807
32000,Nevada,900,      Information,21841
32000,Nevada,1000,      Finance and insurance,87208
32000,Nevada,1100,      Real estate and rental and leasing,107764
32000,Nevada,1200,"      Professional, scientific, and technical services",102072
32000,Nevada,1300,      Management of companies and enterprises,32723
32000,Nevada,1400,      Administrative and support and waste management and remediation services,133029
32000,Nevada,1500,      Educational services,18034
32000,Nevada,1600,      Health care and social assistance,147706
32000,Nevada,1700,"      Arts, entertainment, and recreation",58853
32000,Nevada,1800,      Accommodation and food services,331566
32000,Nevada,1900,      Other services (except government and government enterprises),88069
32000,Nevada,2000,    Government and government enterprises,174655
33000,New Hampshire,70,  Farm employment,5162
33000,New Hampshire,100,"      Forestry, fishing, and related activities",3028
33000,New Hampshire,200,"      Mining, quarrying, and oil and gas extraction",1504
33000,New Hampshire,300,      Utilities,2256
33000,New Hampshire,400,      Construction,54706
33000,New Hampshire,500,      Manufacturing,76136
33000,New Hampshire,600,      Wholesale trade,30639
33000,New Hampshire,700,      Retail trade,112470
33000,New Hampshire,800,      Transportation and warehousing,23141
33000,New Hampshire,900,      Information,15412
33000,New Hampshire,1000,      Finance and insurance,42283
33000,New Hampshire,1100,      Real estate and rental and leasing,41464
33000,New Hampshire,1200,"      Professional, scientific, and technical services",64549
33000,New Hampshire,1300,      Management of companies and enterprises,9978
33000,New Hampshire,1400,      Administrative and support and waste management and remediation services,48647
33000,New Hampshire,1500,      Educational services,31632
33000,New Hampshire,1600,      Health care and social assistance,103185
33000,New Hampshire,1700,"      Arts, entertainment, and recreation",24182
33000,New Hampshire,1800,      Accommodation and food services,65694
33000,New Hampshire,1900,      Other services (except government and government enterprises),44543
33000,New Hampshire,2000,    Government and government enterprises,94332
34000,New Jersey,70,  Farm employment,17657
34000,New Jersey,100,"      Forestry, fishing, and related activities",6891
34000,New Jersey,200,"      Mining, quarrying, and oil and gas extraction",3782
34000,New Jersey,300,      Utilities,16569
34000,New Jersey,400,      Construction,253582
34000,New Jersey,500,      Manufacturing,264733
34000,New Jersey,600,      Wholesale trade,236769
34000,New Jersey,700,      Retail trade,544077
34000,New Jersey,800,      Transportation and warehousing,331898
34000,New Jersey,900,      Information,89954
34000,New Jersey,1000,      Finance and insurance,344887
34000,New Jersey,1100,      Real estate and rental and leasing,342604
34000,New Jersey,1200,"      Professional, scientific, and technical services",465179
34000,New Jersey,1300,      Management of companies and enterprises,93518
34000,New Jersey,1400,      Administrative and support and waste management and remediation services,355131
34000,New Jersey,1500,      Educational services,138272
34000,New Jersey,1600,      Health care and social assistance,663895
34000,New Jersey,1700,"      Arts, entertainment, and recreation",129478
34000,New Jersey,1800,      Accommodation and food services,354492
34000,New Jersey,1900,      Other services (except government and government enterprises),293719
34000,New Jersey,2000,    Government and government enterprises,610539
35000,New Mexico,70,  Farm employment,28687
35000,New Mexico,100,"      Forestry, fishing, and related activities",6157
35000,New Mexico,200,"      Mining, quarrying, and oil and gas extraction",34490
35000,New Mexico,300,      Utilities,4576
35000,New Mexico,400,      Construction,64328
35000,New Mexico,500,      Manufacturing,33596
35000,New Mexico,600,      Wholesale trade,24563
35000,New Mexico,700,      Retail trade,111663
35000,New Mexico,800,      Transportation and warehousing,32916
35000,New Mexico,900,      Information,15297
35000,New Mexico,1000,      Finance and insurance,36018
35000,New Mexico,1100,      Real estate and rental and leasing,41842
35000,New Mexico,1200,"      Professional, scientific, and technical services",81618
35000,New Mexico,1300,      Management of companies and enterprises,6488
35000,New Mexico,1400,      Administrative and support and waste management and remediation services,57515
35000,New Mexico,1500,      Educational services,17004
35000,New Mexico,1600,      Health care and social assistance,135667
35000,New Mexico,1700,"      Arts, entertainment, and recreation",26008
35000,New Mexico,1800,      Accommodation and food services,95173
35000,New Mexico,1900,      Other services (except government and government enterprises),56309
35000,New Mexico,2000,    Government and government enterprises,205659
36000,New York,70,  Farm employment,52313
36000,New York,100,"      Forestry, fishing, and related activities",15091
36000,New York,200,"      Mining, quarrying, and oil and gas extraction",14099
36000,New York,300,      Utilities,40515
36000,New York,400,      Construction,564477
36000,New York,500,      Manufacturing,480317
36000,New York,600,      Wholesale trade,371518
36000,New York,700,      Retail trade,1096412
36000,New York,800,      Transportation and warehousing,554355
36000,New York,900,      Information,324084
36000,New York,1000,      Finance and insurance,920352
36000,New York,1100,      Real estate and rental and leasing,716667
36000,New York,1200,"      Professional, scientific, and technical services",1012722
36000,New York,1300,      Management of companies and enterprises,168930
36000,New York,1400,      Administrative and support and waste management and remediation services,652677
36000,New York,1500,      Educational services,495418
36000,New York,1600,      Health care and social assistance,1777602
36000,New York,1700,"      Arts, entertainment, and recreation",383634
36000,New York,1800,      Accommodation and food services,856039
36000,New York,1900,      Other services (except government and government enterprises),698741
36000,New York,2000,    Government and government enterprises,1496640
37000,North Carolina,70,  Farm employment,61521
37000,North Carolina,100,"      Forestry, fishing, and related activities",25856
37000,North Carolina,200,"      Mining, quarrying, and oil and gas extraction",7800
37000,North Carolina,300,      Utilities,15641
37000,North Carolina,400,      Construction,357615
37000,North Carolina,500,      Manufacturing,499183
37000,North Carolina,600,      Wholesale trade,199796
37000,North Carolina,700,      Retail trade,609931
37000,North Carolina,800,      Transportation and warehousing,223809
37000,North Carolina,900,      Information,97456
37000,North Carolina,1000,      Finance and insurance,272839
37000,North Carolina,1100,      Real estate and rental and leasing,271509
37000,North Carolina,1200,"      Professional, scientific, and technical services",384051
37000,North Carolina,1300,      Management of companies and enterprises,90220
37000,North Carolina,1400,      Administrative and support and waste management and remediation services,414469
37000,North Carolina,1500,      Educational services,143494
37000,North Carolina,1600,      Health care and social assistance,582128
37000,North Carolina,1700,"      Arts, entertainment, and recreation",137376
37000,North Carolina,1800,      Accommodation and food services,462727
37000,North Carolina,1900,      Other services (except government and government enterprises),335517
37000,North Carolina,2000,    Government and government enterprises,862270
38000,North Dakota,70,  Farm employment,28290
38000,North Dakota,100,"      Forestry, fishing, and related activities",5246
38000,North Dakota,200,"      Mining, quarrying, and oil and gas extraction",27073
38000,North Dakota,300,      Utilities,3767
38000,North Dakota,400,      Construction,35768
38000,North Dakota,500,      Manufacturing,27781
38000,North Dakota,600,      Wholesale trade,24887
38000,North Dakota,700,      Retail trade,58648
38000,North Dakota,800,      Transportation and warehousing,27194
38000,North Dakota,900,      Information,7146
38000,North Dakota,1000,      Finance and insurance,27175
38000,North Dakota,1100,      Real estate and rental and leasing,25223
38000,North Dakota,1200,"      Professional, scientific, and technical services",23103
38000,North Dakota,1300,      Management of companies and enterprises,5750
38000,North Dakota,1400,      Administrative and support and waste management and remediation services,18545
38000,North Dakota,1500,      Educational services,6836
38000,North Dakota,1600,      Health care and social assistance,66863
38000,North Dakota,1700,"      Arts, entertainment, and recreation",9891
38000,North Dakota,1800,      Accommodation and food services,37796
38000,North Dakota,1900,      Other services (except government and government enterprises),26296
38000,North Dakota,2000,    Government and government enterprises,88578
39000,Ohio,70,  Farm employment,88321
39000,Ohio,100,"      Forestry, fishing, and related activities",15671
39000,Ohio,200,"      Mining, quarrying, and oil and gas extraction",29144
39000,Ohio,300,      Utilities,20075
39000,Ohio,400,      Construction,351527
39000,Ohio,500,      Manufacturing,730959
39000,Ohio,600,      Wholesale trade,252421
39000,Ohio,700,      Retail trade,683889
39000,Ohio,800,      Transportation and warehousing,316571
39000,Ohio,900,      Information,88882
39000,Ohio,1000,      Finance and insurance,351849
39000,Ohio,1100,      Real estate and rental and leasing,284954
39000,Ohio,1200,"      Professional, scientific, and technical services",400203
39000,Ohio,1300,      Management of companies and enterprises,148981
39000,Ohio,1400,      Administrative and support and waste management and remediation services,426736
39000,Ohio,1500,      Educational services,153805
39000,Ohio,1600,      Health care and social assistance,904765
39000,Ohio,1700,"      Arts, entertainment, and recreation",148567
39000,Ohio,1800,      Accommodation and food services,520686
39000,Ohio,1900,      Other services (except government and government enterprises),370025
39000,Ohio,2000,    Government and government enterprises,804949
40000,Oklahoma,70,  Farm employment,76092
40000,Oklahoma,100,"      Forestry, fishing, and related activities",10148
40000,Oklahoma,200,"      Mining, quarrying, and oil and gas extraction",126436
40000,Oklahoma,300,      Utilities,11082
40000,Oklahoma,400,      Construction,133966
40000,Oklahoma,500,      Manufacturing,149890
40000,Oklahoma,600,      Wholesale trade,63152
40000,Oklahoma,700,      Retail trade,228279
40000,Oklahoma,800,      Transportation and warehousing,81197
40000,Oklahoma,900,      Information,25997
40000,Oklahoma,1000,      Finance and insurance,103675
40000,Oklahoma,1100,      Real estate and rental and leasing,89837
40000,Oklahoma,1200,"      Professional, scientific, and technical services",115597
40000,Oklahoma,1300,      Management of companies and enterprises,22934
40000,Oklahoma,1400,      Administrative and support and waste management and remediation services,138636
40000,Oklahoma,1500,      Educational services,31027
40000,Oklahoma,1600,      Health care and social assistance,220495
40000,Oklahoma,1700,"      Arts, entertainment, and recreation",36144
40000,Oklahoma,1800,      Accommodation and food services,169253
40000,Oklahoma,1900,      Other services (except government and government enterprises),128517
40000,Oklahoma,2000,    Government and government enterprises,368628
41000,Oregon,70,  Farm employment,68035
41000,Oregon,100,"      Forestry, fishing, and related activities",33856
41000,Oregon,200,"      Mining, quarrying, and oil and gas extraction",5960
41000,Oregon,300,      Utilities,5113
41000,Oregon,400,      Construction,141900
41000,Oregon,500,      Manufacturing,213599
41000,Oregon,600,      Wholesale trade,82827
41000,Oregon,700,      Retail trade,261088
41000,Oregon,800,      Transportation and warehousing,101927
41000,Oregon,900,      Information,43637
41000,Oregon,1000,      Finance and insurance,96972
41000,Oregon,1100,      Real estate and rental and leasing,121277
41000,Oregon,1200,"      Professional, scientific, and technical services",169951
41000,Oregon,1300,      Management of companies and enterprises,50566
41000,Oregon,1400,      Administrative and support and waste management and remediation services,134442
41000,Oregon,1500,      Educational services,59451
41000,Oregon,1600,      Health care and social assistance,298520
41000,Oregon,1700,"      Arts, entertainment, and recreation",66732
41000,Oregon,1800,      Accommodation and food services,202374
41000,Oregon,1900,      Other services (except government and government enterprises),130261
41000,Oregon,2000,    Government and government enterprises,293882
42000,Pennsylvania,70,  Farm employment,70806
42000,Pennsylvania,100,"      Forestry, fishing, and related activities",19500
42000,Pennsylvania,200,"      Mining, quarrying, and oil and gas extraction",48774
42000,Pennsylvania,300,      Utilities,25195
42000,Pennsylvania,400,      Construction,398669
42000,Pennsylvania,500,      Manufacturing,603101
42000,Pennsylvania,600,      Wholesale trade,236561
42000,Pennsylvania,700,      Retail trade,762997
42000,Pennsylvania,800,      Transportation and warehousing,393050
42000,Pennsylvania,900,      Information,105200
42000,Pennsylvania,1000,      Finance and insurance,410639
42000,Pennsylvania,1100,      Real estate and rental and leasing,318945
42000,Pennsylvania,1200,"      Professional, scientific, and technical services",526859
42000,Pennsylvania,1300,      Management of companies and enterprises,146439
42000,Pennsylvania,1400,      Administrative and support and waste management and remediation services,402080
42000,Pennsylvania,1500,      Educational services,310487
42000,Pennsylvania,1600,      Health care and social assistance,1128504
42000,Pennsylvania,1700,"      Arts, entertainment, and recreation",177530
42000,Pennsylvania,1800,      Accommodation and food services,515346
42000,Pennsylvania,1900,      Other services (except government and government enterprises),425216
42000,Pennsylvania,2000,    Government and government enterprises,772497
44000,Rhode Island,70,  Farm employment,1448
44000,Rhode Island,100,"      Forestry, fishing, and related activities",(D)
44000,Rhode Island,200,"      Mining, quarrying, and oil and gas extraction",(D)
44000,Rhode Island,300,      Utilities,1546
44000,Rhode Island,400,      Construction,31998
44000,Rhode Island,500,      Manufacturing,42883
44000,Rhode Island,600,      Wholesale trade,18076
44000,Rhode Island,700,      Retail trade,57793
44000,Rhode Island,800,      Transportation and warehousing,21108
44000,Rhode Island,900,      Information,7857
44000,Rhode Island,1000,      Finance and insurance,37593
44000,Rhode Island,1100,      Real estate and rental and leasing,30672
44000,Rhode Island,1200,"      Professional, scientific, and technical services",42983
44000,Rhode Island,1300,      Management of companies and enterprises,14269
44000,Rhode Island,1400,      Administrative and support and waste management and remediation services,37843
44000,Rhode Island,1500,      Educational services,33076
44000,Rhode Island,1600,      Health care and social assistance,88983
44000,Rhode Island,1700,"      Arts, entertainment, and recreation",18099
44000,Rhode Island,1800,      Accommodation and food services,53107
44000,Rhode Island,1900,      Other services (except government and government enterprises),33932
44000,Rhode Island,2000,    Government and government enterprises,72676
45000,South Carolina,70,  Farm employment,27491
45000,South Carolina,100,"      Forestry, fishing, and related activities",12250
45000,South Carolina,200,"      Mining, quarrying, and oil and gas extraction",4964
45000,South Carolina,300,      Utilities,12506
45000,South Carolina,400,      Construction,162097
45000,South Carolina,500,      Manufacturing,259885
45000,South Carolina,600,      Wholesale trade,79247
45000,South Carolina,700,      Retail trade,304262
45000,South Carolina,800,      Transportation and warehousing,107049
45000,South Carolina,900,      Information,36208
45000,South Carolina,1000,      Finance and insurance,115218
45000,South Carolina,1100,      Real estate and rental and leasing,133029
45000,South Carolina,1200,"      Professional, scientific, and technical services",158649
45000,South Carolina,1300,      Management of companies and enterprises,26233
45000,South Carolina,1400,      Administrative and support and waste management and remediation services,226664
45000,South Carolina,1500,      Educational services,47082
45000,South Carolina,1600,      Health care and social assistance,241621
45000,South Carolina,1700,"      Arts, entertainment, and recreation",58949
45000,South Carolina,1800,      Accommodation and food services,250531
45000,South Carolina,1900,      Other services (except government and government enterprises),167139
45000,South Carolina,2000,    Government and government enterprises,411359
46000,South Dakota,70,  Farm employment,31346
46000,South Dakota,100,"      Forestry, fishing, and related activities",6083
46000,South Dakota,200,"      Mining, quarrying, and oil and gas extraction",2615
46000,South Dakota,300,      Utilities,2081
46000,South Dakota,400,      Construction,35508
46000,South Dakota,500,      Manufacturing,47103
46000,South Dakota,600,      Wholesale trade,22154
46000,South Dakota,700,      Retail trade,67294
46000,South Dakota,800,      Transportation and warehousing,19102
46000,South Dakota,900,      Information,6974
46000,South Dakota,1000,      Finance and insurance,39903
46000,South Dakota,1100,      Real estate and rental and leasing,26412
46000,South Dakota,1200,"      Professional, scientific, and technical services",23079
46000,South Dakota,1300,      Management of companies and enterprises,5960
46000,South Dakota,1400,      Administrative and support and waste management and remediation services,19178
46000,South Dakota,1500,      Educational services,10223
46000,South Dakota,1600,      Health care and social assistance,71733
46000,South Dakota,1700,"      Arts, entertainment, and recreation",12760
46000,South Dakota,1800,      Accommodation and food services,45160
46000,South Dakota,1900,      Other services (except government and government enterprises),30453
46000,South Dakota,2000,    Government and government enterprises,86517
47000,Tennessee,70,  Farm employment,74622
47000,Tennessee,100,"      Forestry, fishing, and related activities",11454
47000,Tennessee,200,"      Mining, quarrying, and oil and gas extraction",8832
47000,Tennessee,300,      Utilities,4045
47000,Tennessee,400,      Construction,226412
47000,Tennessee,500,      Manufacturing,367789
47000,Tennessee,600,      Wholesale trade,131179
47000,Tennessee,700,      Retail trade,421526
47000,Tennessee,800,      Transportation and warehousing,235649
47000,Tennessee,900,      Information,58894
47000,Tennessee,1000,      Finance and insurance,183038
47000,Tennessee,1100,      Real estate and rental and leasing,162948
47000,Tennessee,1200,"      Professional, scientific, and technical services",229601
47000,Tennessee,1300,      Management of companies and enterprises,54910
47000,Tennessee,1400,      Administrative and support and waste management and remediation services,311412
47000,Tennessee,1500,      Educational services,81753
47000,Tennessee,1600,      Health care and social assistance,430386
47000,Tennessee,1700,"      Arts, entertainment, and recreation",95851
47000,Tennessee,1800,      Accommodation and food services,328564
47000,Tennessee,1900,      Other services (except government and government enterprises),248868
47000,Tennessee,2000,    Government and government enterprises,451783
48000,Texas,70,  Farm employment,272692
48000,Texas,100,"      Forestry, fishing, and related activities",66776
48000,Texas,200,"      Mining, quarrying, and oil and gas extraction",472231
48000,Texas,300,      Utilities,57045
48000,Texas,400,      Construction,1194018
48000,Texas,500,      Manufacturing,965227
48000,Texas,600,      Wholesale trade,636392
48000,Texas,700,      Retail trade,1658345
48000,Texas,800,      Transportation and warehousing,893546
48000,Texas,900,      Information,260262
48000,Texas,1000,      Finance and insurance,1039012
48000,Texas,1100,      Real estate and rental and leasing,793820
48000,Texas,1200,"      Professional, scientific, and technical services",1208630
48000,Texas,1300,      Management of companies and enterprises,202759
48000,Texas,1400,      Administrative and support and waste management and remediation services,1170655
48000,Texas,1500,      Educational services,279491
48000,Texas,1600,      Health care and social assistance,1698315
48000,Texas,1700,"      Arts, entertainment, and recreation",304430
48000,Texas,1800,      Accommodation and food services,1344174
48000,Texas,1900,      Other services (except government and government enterprises),1005377
48000,Texas,2000,    Government and government enterprises,2075647
49000,Utah,70,  Farm employment,21165
49000,Utah,100,"      Forestry, fishing, and related activities",4196
49000,Utah,200,"      Mining, quarrying, and oil and gas extraction",14460
49000,Utah,300,      Utilities,4988
49000,Utah,400,      Construction,133414
49000,Utah,500,      Manufacturing,143461
49000,Utah,600,      Wholesale trade,56739
49000,Utah,700,      Retail trade,216210
49000,Utah,800,      Transportation and warehousing,83459
49000,Utah,900,      Information,44328
49000,Utah,1000,      Finance and insurance,131661
49000,Utah,1100,      Real estate and rental and leasing,117678
49000,Utah,1200,"      Professional, scientific, and technical services",159186
49000,Utah,1300,      Management of companies and enterprises,29408
49000,Utah,1400,      Administrative and support and waste management and remediation services,116220
49000,Utah,1500,      Educational services,67926
49000,Utah,1600,      Health care and social assistance,172715
49000,Utah,1700,"      Arts, entertainment, and recreation",47952
49000,Utah,1800,      Accommodation and food services,133541
49000,Utah,1900,      Other services (except government and government enterprises),103418
49000,Utah,2000,    Government and government enterprises,258813
50000,Vermont,70,  Farm employment,9320
50000,Vermont,100,"      Forestry, fishing, and related activities",3402
50000,Vermont,200,"      Mining, quarrying, and oil and gas extraction",1316
50000,Vermont,300,      Utilities,1449
50000,Vermont,400,      Construction,28927
50000,Vermont,500,      Manufacturing,34162
50000,Vermont,600,      Wholesale trade,10380
50000,Vermont,700,      Retail trade,46754
50000,Vermont,800,      Transportation and warehousing,10699
50000,Vermont,900,      Information,5913
50000,Vermont,1000,      Finance and insurance,14071
50000,Vermont,1100,      Real estate and rental and leasing,16418
50000,Vermont,1200,"      Professional, scientific, and technical services",27795
50000,Vermont,1300,      Management of companies and enterprises,2347
50000,Vermont,1400,      Administrative and support and waste management and remediation services,19373
50000,Vermont,1500,      Educational services,19479
50000,Vermont,1600,      Health care and social assistance,59988
50000,Vermont,1700,"      Arts, entertainment, and recreation",12473
50000,Vermont,1800,      Accommodation and food services,36535
50000,Vermont,1900,      Other services (except government and government enterprises),22218
50000,Vermont,2000,    Government and government enterprises,57651
51000,Virginia,70,  Farm employment,49861
51000,Virginia,100,"      Forestry, fishing, and related activities",14323
51000,Virginia,200,"      Mining, quarrying, and oil and gas extraction",11407
51000,Virginia,300,      Utilities,11410
51000,Virginia,400,      Construction,292561
51000,Virginia,500,      Manufacturing,255217
51000,Virginia,600,      Wholesale trade,121419
51000,Virginia,700,      Retail trade,499888
51000,Virginia,800,      Transportation and warehousing,228349
51000,Virginia,900,      Information,84478
51000,Virginia,1000,      Finance and insurance,227252
51000,Virginia,1100,      Real estate and rental and leasing,240773
51000,Virginia,1200,"      Professional, scientific, and technical services",572803
51000,Virginia,1300,      Management of companies and enterprises,80830
51000,Virginia,1400,      Administrative and support and waste management and remediation services,321380
51000,Virginia,1500,      Educational services,110758
51000,Virginia,1600,      Health care and social assistance,508090
51000,Virginia,1700,"      Arts, entertainment, and recreation",114580
51000,Virginia,1800,      Accommodation and food services,380982
51000,Virginia,1900,      Other services (except government and government enterprises),313211
51000,Virginia,2000,    Government and government enterprises,885736
53000,Washington,70,  Farm employment,84924
53000,Washington,100,"      Forestry, fishing, and related activities",44225
53000,Washington,200,"      Mining, quarrying, and oil and gas extraction",8616
53000,Washington,300,      Utilities,5595
53000,Washington,400,      Construction,273299
53000,Washington,500,      Manufacturing,309746
53000,Washington,600,      Wholesale trade,144124
53000,Washington,700,      Retail trade,466804
53000,Washington,800,      Transportation and warehousing,201249
53000,Washington,900,      Information,147463
53000,Washington,1000,      Finance and insurance,171694
53000,Washington,1100,      Real estate and rental and leasing,215243
53000,Washington,1200,"      Professional, scientific, and technical services",336504
53000,Washington,1300,      Management of companies and enterprises,49096
53000,Washington,1400,      Administrative and support and waste management and remediation services,223214
53000,Washington,1500,      Educational services,83230
53000,Washington,1600,      Health care and social assistance,484567
53000,Washington,1700,"      Arts, entertainment, and recreation",110569
53000,Washington,1800,      Accommodation and food services,314058
53000,Washington,1900,      Other services (except government and government enterprises),229589
53000,Washington,2000,    Government and government enterprises,656523
54000,West Virginia,70,  Farm employment,22828
54000,West Virginia,100,"      Forestry, fishing, and related activities",3059
54000,West Virginia,200,"      Mining, quarrying, and oil and gas extraction",32928
54000,West Virginia,300,      Utilities,5486
54000,West Virginia,400,      Construction,54208
54000,West Virginia,500,      Manufacturing,49955
54000,West Virginia,600,      Wholesale trade,22336
54000,West Virginia,700,      Retail trade,102109
54000,West Virginia,800,      Transportation and warehousing,29721
54000,West Virginia,900,      Information,10096
54000,West Virginia,1000,      Finance and insurance,26511
54000,West Virginia,1100,      Real estate and rental and leasing,26931
54000,West Virginia,1200,"      Professional, scientific, and technical services",40760
54000,West Virginia,1300,      Management of companies and enterprises,7730
54000,West Virginia,1400,      Administrative and support and waste management and remediation services,44865
54000,West Virginia,1500,      Educational services,13242
54000,West Virginia,1600,      Health care and social assistance,126502
54000,West Virginia,1700,"      Arts, entertainment, and recreation",14954
54000,West Virginia,1800,      Accommodation and food services,70905
54000,West Virginia,1900,      Other services (except government and government enterprises),46212
54000,West Virginia,2000,    Government and government enterprises,152624
55000,Wisconsin,70,  Farm employment,84483
55000,Wisconsin,100,"      Forestry, fishing, and related activities",17016
55000,Wisconsin,200,"      Mining, quarrying, and oil and gas extraction",7179
55000,Wisconsin,300,      Utilities,9535
55000,Wisconsin,400,      Construction,185103
55000,Wisconsin,500,      Manufacturing,494421
55000,Wisconsin,600,      Wholesale trade,134571
55000,Wisconsin,700,      Retail trade,377516
55000,Wisconsin,800,      Transportation and warehousing,147817
55000,Wisconsin,900,      Information,55749
55000,Wisconsin,1000,      Finance and insurance,182834
55000,Wisconsin,1100,      Real estate and rental and leasing,134760
55000,Wisconsin,1200,"      Professional, scientific, and technical services",176587
55000,Wisconsin,1300,      Management of companies and enterprises,70818
55000,Wisconsin,1400,      Administrative and support and waste management and remediation services,181940
55000,Wisconsin,1500,      Educational services,71315
55000,Wisconsin,1600,      Health care and social assistance,435193
55000,Wisconsin,1700,"      Arts, entertainment, and recreation",78655
55000,Wisconsin,1800,      Accommodation and food services,263569
55000,Wisconsin,1900,      Other services (except government and government enterprises),189944
55000,Wisconsin,2000,    Government and government enterprises,437424
56000,Wyoming,70,  Farm employment,14560
56000,Wyoming,100,"      Forestry, fishing, and related activities",3411
56000,Wyoming,200,"      Mining, quarrying, and oil and gas extraction",27453
56000,Wyoming,300,      Utilities,2625
56000,Wyoming,400,      Construction,28716
56000,Wyoming,500,      Manufacturing,12270
56000,Wyoming,600,      Wholesale trade,9071
56000,Wyoming,700,      Retail trade,38615
56000,Wyoming,800,      Transportation and warehousing,16287
56000,Wyoming,900,      Information,4751
56000,Wyoming,1000,      Finance and insurance,18551
56000,Wyoming,1100,      Real estate and rental and leasing,24051
56000,Wyoming,1200,"      Professional, scientific, and technical services",18039
56000,Wyoming,1300,      Management of companies and enterprises,1735
56000,Wyoming,1400,      Administrative and support and waste management and remediation services,14105
56000,Wyoming,1500,      Educational services,3991
56000,Wyoming,1600,      Health care and social assistance,30617
56000,Wyoming,1700,"      Arts, entertainment, and recreation",8255
56000,Wyoming,1800,      Accommodation and food services,35917
56000,Wyoming,1900,      Other services (except government and government enterprises),17920
56000,Wyoming,2000,    Government and government enterprises,74070
